,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
27399129,esophageal cancer,patients,esophageal cancer,cancer,patients,esophageal cancer,squamous cell carcinoma,patients,patients,esophageal cancer,patients,esophageal cancer,patients,patient,esophageal cancer,patients,patients,esophageal cancer,patients,esophageal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27576765,psoriatic disease,psoriasis,psoriatic arthritis,psoriasis,psoriatic arthritis,psoriasis,psoriatic arthritis,psoriatic arthritis,patients,psoriatic disease,patients,psoriasis,psoriatic arthritis,psoriasis,patients,psoriatic arthritis,patients,patients,psoriasis,psoriatic arthritis,patients,patients,psoriasis,patients,psoriatic arthritis,psoriasis,psoriatic arthritis,patients,psoriatic arthritis,patients,psoriasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31382497,myocardial infarction,acute myocardial infarction,patients,hypertension,diabetes mellitus,DM,dyslipidemia,dyslipidemia,non-dyslipidemia,DM,DM,patients,DM,dyslipidemia,metabolic dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27702803,atrial fibrillation,patients,men,women,patients,atrial fibrillation,ischemic stroke,stroke,patients,oacs,patients,atrial fibrillation,men,women,patients,atrial fibrillation,patients,atrial fibrillation,oacs,stroke,stroke,warfarin,vitamin k,oacs,patients,ischemic stroke,hypertension,congestive heart failure,patients,ischemic stroke,hypertension,congestive heart failure,atrial fibrillation,patients,vitamin k,oacs,stroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28288651,loss of skeletal muscle mass,sarcopenia,sarcopenia,participants,sarcopenia,participants,men,women,participants,participants,outpatient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26900697,invasive pulmonary aspergillosis,galactomannan,invasive pulmonary aspergillosis,GM,patients,aspergillus infections,patients,person,person,person,GM,GM,GM,patients,aspergillosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31996695,breast cancer,patients,maces,patients,breast cancer,patients,CRH,tumour,maces,patients,maces,haemorrhagic stroke,congestive heart failure,CHF,ischaemic heart disease,CRH,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32549345,COVID-19,coronavirus disease 2019,COVID-19,participants,COVID-19,COVID-19,COVID-19,COVID-19,COVID-19,COVID-19,participants,participants,COVID-19,COVID-19,COVID-19,COVID-19,COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30779846,metformin,psoriasis,patients,diabetes mellitus,metformin,diabetic psoriasis,patients,metformin,psoriatic,patients,type 2 diabetes mellitus,metformin,psoriasis,patients,metformin,psoriasis,psoriasis,psoriasis,psoriasis,psoriasis,psoriasis,metformin,metformin,diabetic psoriasis,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27546589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30819270,colorectal cancer,colorectal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28560786,hypertension,patients,patients,heart failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29518745,acute coronary syndrome,patients,cervical spondylosis,spondylosis,hypertension,patients,patients,acute coronary syndrome,patients,person,person,myelopathy,myelopathy,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29567374,children,human,children,human,mercury,thg,thg,mercury,children,children,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26538627,radioactive iodine,thyroid cancer,primary malignancy,radioactive iodine,RAI,thyroid cancers,malignancy,patients,cancer,thyroid cancer,sirs,cancers,thyroid cancer,cancer,patients,thyroid cancer,patients,women,person,leukemia,non-hodgkin's lymphoma,pancreas,colon-rectum (1.31) cancers,leukemia,cancer,leukemia,thyroid cancer,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30648590,human,human,dithiocarbamates,endosulfan,carbofuran,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26899461,depression,,depression,patients,depression,depressive disorder,moclobemide,trazodone,depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28359848,dementia,patients,people,patients,dementia,urinary tract infection,urethral trauma,dementia,patients,dementia,patients,dementia,patients,dementia,participants,patients,dementia,patients,ling,patients,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28801391,primary sjogren's syndrome,acute pancreatitis,pancreatitis,patients,sjogren's syndrome,pss,acute pancreatitis,PARTICIPANTS,patients,pss,acute pancreatitis,people,patients,pss,women,pancreatitis,pancreatitis,pss,pss,cyclophosphamide,acute pancreatitis,hydroxychloroquine,acute pancreatitis,acute pancreatitis,patients,pss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27532236,patients,chronic kidney disease,chronic kidney disease,CKD,patients,CKD,patients,patients,CKD,patients,CKD,patients,CKD,patients,CKD,cardiovascular (cv) death,myocardial infarction,death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28968166,cardiovascular ischemic,gonadotropin-releasing hormone,prostate cancer,patients,prostate cancer,gonadotropin-releasing hormone,patients,patients,patients,myocardial infarction,ischemic stroke,patients,patients,cv ischemic,cv ischemic,patients,hypertension,coronary heart disease,ischemic,patients,ischemic,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28894360,patients,COPD,congestive heart failure,patients,congestive heart failure,CHF,COPD,patients,CHF,COPD,CHF,COPD,patients,CHF,COPD,PATIENTS,CHF,patients,CHF,COPD,patients,outpatient,COPD,patients,CHF,COPD,bisoprolol,death,CHF,death,CHF,COPD,patients,CHF,COPD,CHF,bisoprolol,CHF,carvedilol,metoprolol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27068667,stroke,atrial fibrillation,patients,atrial fibrillation,AF,PATIENTS,patients,AF,patients,congestive heart failure,hypertension,diabetes mellitus,stroke,ischemic,congestive heart failure,hypertension,diabetes mellitus,stroke,ischemic,vascular disease,patients,AF,oacs,women,AF,patients,oacs,patients,oacs,OAC,ischemic stroke,intracranial hemorrhage,bleeding,patients,AF,oacs,stroke,OAC,patients,AF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29352621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28384326,sudden sensorineural hearing loss,patients,hepatitis virus infection,sensorineural hearing loss,vascular diseases,viral infection,autoimmune disorders,hepatitis virus infection,patients,hepatitis b,patient,patients,SSNHL,person,hbv/hcv infection,hcv-infected,viral infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037875,rheumatoid arthritis,patients,hepatitis c virus infection,rheumatoid arthritis,patients,hepatitis c virus,HCV,PARTICIPANTS,patients,hcv infection,patients,hcv infection,IBT,IBT,participants,person,men,men,IBT,hcv infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27520080,degenerative diseases,degenerative diseases,MCDD,PATIENT,patients,ACDF,pneumonia,sepsis,death,patients,patients,MCDD,patients,patients,person,patients,patients,pneumonia,sepsis,death,osteoarthritis,patients,ACDF,diabetes,patients,patients,ACDF,ACDF,MCDD,patients,cervical kyphotic deformity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28857052,prostate cancer,prostate cancer,arrhythmia,digoxin,patient,cox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28537772,women,women,women,participants,women,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29674326,infective endocarditis,bacteremia,infective endocarditis,trauma,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28355264,hypoglycemia,patients,diabetic kidney disease,patients,diabetic kidney disease,DKD,diabetic,patients,kidney disease,hypoglycemia,patients,DKD,DKD,patients,hypoglycemia,patients,death,myocardial infarction,patients,hypoglycemia,DKD,patients,diabetes complications,hypoglycemia,hypoglycemia,death,hypoglycemia,death,hypoglycemia,hypoglycemia,hypoglycemia,DKD,patients,patients,hypoglycemia,hypoglycemia,DKD,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26945412,esophageal cancer,neck cancer,patients,esophageal cancers,neck cancers,esophageal cancer,PEG,neck cancer,patients,PEG,patients,esophagitis,esophageal reflux,PEG,esophageal cancer,primary tumors,esophageal cancer,neck cancer,patients,PEG,esophageal cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29393757,hematoma,patients,liver cirrhosis,chronic subdural hematoma,patients,liver cirrhosis,patients,patients,patients,patients,patients,patients,patients,patients,hematomas,head trauma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29137042,hypertensive,patients,hypertensive,patients,hypertensive,patients,participants,hypertension,patients,patients,patients,patients,hypertensive,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28346975,hypothyroidism,patients,hypothyroidism,HD,patients,hypothyroidism,HD,patients,HD,patients,hypothyroidism,hypothyroidism,HD,patients,patients,hypothyroidism,patients,hypothyroidism,patient,hypothyroidism,HD,patients,hypothyroidism,HD,patients,hypothyroidism,hypothyroidism,hypothyroidism,diabetes,hypothyroidism,hypothyroidism,hyperlipidaemia,hypertension,chronic obstructive pulmonary disease,coronary artery disease,stroke,peripheral arterial disease,asthma,congestive heart failure,cancer,hypothyroidism,HD,patients,hypothyroidism,diabetes,HD,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27828843,allergic diseases,patients,ankylosing spondylitis,ankylosing spondylitis,asthma,allergic rhinitis,atopic dermatitis,AD,allergic diseases,patients,allergic diseases,patients,patients,patients,asthma,patients,allergic rhinitis,AD,patients,allergic disease,patients,allergic diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31141199,floor dysfunction,pelvic floor dysfunction,urinary incontinence,pelvic floor dysfunction,patient,patients,patients,patients,patients,pelvic floor dysfunction,women,patients,pelvic floor dysfunction,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27281033,hepatocellular carcinoma,patients,patients,hepatocellular carcinoma,patients,hepatocellular carcinoma,participants,participants,anxiety,depression,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29110252,psoriasis,terbinafine,itraconazole,onychomycosis,psoriasis,terbinafine,itraconazole,psoriasis,patients,onychomycosis,psoriasis,psoriasis,terbinafine,itraconazole,terbinafine,itraconazole,psoriasis,patients,terbinafine,itraconazole,psoriasis,itraconazole,terbinafine,itraconazole,psoriasis,psoriasis,itraconazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30762778,patients,patients,patients,patients,"cystostomy tube, nephrostomy tube",patients,person,person,patients,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27029853,nabumetone,acute pancreatitis,nabumetone,pancreatitis,pancreatitis,pancreatitis,pancreatitis,nabumetone,nabumetone,nabumetone,pancreatitis,nabumetone,nabumetone,nabumetone,acute pancreatitis,nabumetone,pancreatitis,nabumetone,nabumetone,acute pancreatitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28873440,gastrointestinal,patients,fluoroquinolone,fluoroquinolone,fluoroquinolone,gastrointestinal tract,fluoroquinolones,fluoroquinolones,gastrointestinal,fluoroquinolone,gastrointestinal,gastrointestinal,gastrointestinal,fluoroquinolone,macrolide,macrolide,gastrointestinal,people,fluoroquinolone,people,infectious colitis,enteritis or gastroenteritis,gastrointestinal,fluoroquinolone,fluoroquinolones,gastrointestinal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28055066,acute respiratory failure,patients,chronic obstructive pulmonary disease,respiratory failure,ARF,patients,chronic obstructive pulmonary disease,COPD,patients,ARF,ARF,patients,COPD,participants,patients,COPD,ARF,patients,ARF,lung cancer,traumatic,septic arf,ARF,ARF,ARF,patients,ARF,patients,COPD,patients,ARF,ARF,ARF,ARF,patients,COPD,patients,COPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28356117,dementia,patients,hypertension,patients,hypertension,dementia,dementia,patients,dementia,patients,hypertension,hypertension,patients,hypertension,patients,dementia,dementia,patients,dementia,person,dementia,dan-shen,dementia,dementia,dementia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29879317,patients,rheumatoid arthritis,patients,rheumatoid arthritis,RA,RA,patients,RA,patients,patients,RA,patients,septicemia,bacteremia or viremia,patients,RA,patients,patients,RA,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28804011,stroke,patients,stroke,PARTICIPANTS,stroke,stroke,stroke,stroke,stroke,patients,stroke,stroke,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31350560,patients,ischemic stroke,stroke,death,stroke,ischemic stroke,stroke,intracranial hemorrhage,ICH,coronary artery disease,patients,stroke,stroke,patients,stroke,stroke,stroke,stroke,stroke,ICH,stroke,stroke,stroke,stroke,ICH,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31392948,hepatitis b virus infection,women,A 20,hepatitis b virus,HBV,hbv infection,hepatitis b,hepatitis b,women,hepatitis b,women,women,women,women,women,women,women,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27790808,acute coronary syndrome,patients,end-stage renal disease,patients,end-stage renal disease,ESRD,PTX,parathyroid hormone,acute coronary syndrome,patients,ESRD,PTX,ESRD,patients,PTX,PTX,patients,PTX,PTX,PTX,PTX,PTX,PTX,ESRD,patients,PTX,patients,ESRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26631159,patients,pneumonia,patients,pneumonia,patients,pneumonia,patients,pneumonia,patients,pneumonia,patients,pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30075587,hypertension,neonatal necrotizing enterocolitis,ischemia,hypertension,PIH,hypoxia,neonatal necrotizing enterocolitis,PIH,PIH,patients,PIH,participant,participants,PIH,patients,PIH,PIH,intrauterine growth,PIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27724847,corticosteroid pulmonary tuberculosis,pneumonia increases lung cancer,patients,COPD,ICS,decreased lung cancer,pulmonary infections,tuberculosis,pneumonia,patients,chronic obstructive pulmonary disease,COPD,pneumonia,increased lung cancer,ics pulmonary infections,lung cancer,patients,COPD,pulmonary infections,patients,lung cancer,lung infections,pneumonia,pneumonia,pulmonary infections,pneumonia,pneumonia,COPD,patients,pneumonia,lung cancer,lung cancer,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28214559,breast cancer,primary lung cancer,lung cancer,breast cancer,primary lung cancer,primary lung cancer,women,malignancy,patients,lung cancer,lung cancer,primary lung cancer,patients,lung cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26819445,patient,diabetes,patients,patient,diabetes,diabetic,patients,patients,PARTICIPANTS,diabetic,patients,patient,patients,patient,patient,patient,patients,patients,patients,patients,patient,diabetic,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29850598,diabetes,diabetes,diabetes,diabetes,patients,insufficient,human,diabetes mellitus,diabetes,diabetes literacy survey,people,diabetes,people,patients,children,patients,people,DSME,diabetes,people,diabetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26735533,participants,insufficient,insufficient,cancer,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31261555,chronic kidney disease,end-stage renal disease,ESRD,ESRD,proteinuria,ESRD,diabetes,hypertension,hyperlipidemia,patients,ESRD,patient,patients,patients,systemic diabetes,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27541812,patients,hepatitis b virus-related hepatocellular carcinoma,hepatocellular carcinoma,aspirin,clopidogrel,hepatic carcinogenesis,murine,humans,patients,hepatitis b virus,HBV,HBV,patients,patients,patients,cox,upper gastrointestinal bleeding,aspirin,clopidogrel,patients,HBV,upper gastrointestinal bleeding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27128537,nitrogen,bisphosphonates,patients,osteoporosis,bisphosphonates,bps,osteoporosis,nitrogen,bps,n-bps,bps,osteoporosis,n-bps,osteoporosis,patients,patients,osteoporosis,N-BP,hypertension,ischemic stroke,atrial fibrillation,congestive heart failure,CHF,hyperlipidemia,patients,n-bps,patients,n-bps,patients,N-BP,CHF,patients,osteoporosis,N-BP,CHF,osteoporotic fractures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30823898,patients,patients,patients,patient,patient,cardiac failure/insufficiency,patient,patients,patient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27175655,active tuberculosis,pneumonia,tuberculosis,pneumonia,patient,heart failure,cerebrovascular diseases,renal diseases,diabetes,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29770625,intraepithelial neoplasia,invasive cancers,women,women,cancer,women,intraepithelial neoplasia,invasive cervical cancer,women,women,50s,women,women,women,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27340102,diabetic ketoacidosis,patients,diabetes mellitus,insulin,type 1 diabetes mellitus,diabetic ketoacidosis,patients,catastrophic illness,patients,patients,patients,huang-qi,astragalus membranaceus,astragalus membranaceus var. mongholicus (bunge) p.k.hsiao,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31327589,intracranial hemorrhage,patients,atrial fibrillation,ischemic stroke,atrial fibrillation,AF,stroke,disability,atherosclerotic,stroke,AF,stroke,AF,patients,ischemic stroke,patients,AF,ischemic stroke,stroke,stroke,stroke,stroke,ischemic stroke,coronary artery disease,intracranial hemorrhage,ICH,patients,stroke,stroke,stroke,stroke,stroke,ICH,ICH,stroke,stroke,ICH,AF,patients,ischemic stroke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31073398,hepatitis,infection,people,hepatitis b,chronic hepatitis,hepatocellular carcinoma,liver diseases,infection,hepatitis,hepatitis b,infection,liver diseases,participants,hepatitis awareness,infection,hepatitis,participants,hepatitis,hepatitis b,infection,infection,people,hepatitis,chronic infection,liver diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27957696,liver disease,obstructive sleep apnea,hypopnea syndrome,patients,liver diseases,non-alcoholic fatty liver disease,cirrhosis,patients,obstructive sleep apnea/hypopnea syndrome,OSAHS,patients,OSAHS,patients,liver disease,liver disease,liver disease,liver disease,OSAHS,patients,liver disease,OSAHS,patients,liver disease,patients,OSAHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26658260,patients,haloperidol,patients,chlorpromazine,haloperidol,quetiapine,risperidone,cox,chlorpromazine,haloperidol,quetiapine,risperidone,patients,haloperidol,patients,chlorpromazine,haloperidol,haloperidol,critically ill,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30306268,osteoporosis,hip arthroplasty,osteoporotic,patients,hip osteoarthritis,osteoporosis,hip osteoarthritis,osteoporosis,hip arthroplasty,patient,hip osteoarthritis,osteoporosis,hip arthroplasty,patients,hip osteoarthritis,patients,patients,bisphosphonates,bisphosphonates,patients,patients,bisphosphonates,bisphosphonates,bisphosphonates,bisphosphonates,bisphosphonates,bisphosphonates,patients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
