PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27543376","Neovascular age-related macular degeneration is not associated with coronary heart disease in a Chinese Population: a population-based study","Hu CC, Lin HC, Sheu JJ, Kao LT.","Acta Ophthalmol. 2017 Nov;95(7):e587-e591. doi: 10.1111/aos.13204. Epub 2016 Aug 20.","Hu CC","Acta Ophthalmol","2017","2016/08/21","","","10.1111/aos.13204"
"27533053","Premotor Symptoms as Predictors of Outcome in Parkinsons Disease: A Case-Control Study","Wu YH, Lee WJ, Chen YH, Chang MH, Lin CH.","PLoS One. 2016 Aug 17;11(8):e0161271. doi: 10.1371/journal.pone.0161271. eCollection 2016.","Wu YH","PLoS One","2016","2016/08/18","PMC4988705","","10.1371/journal.pone.0161271"
"29933395","Influence of the time interval from diagnosis to treatment on survival for early-stage liver cancer","Tsai WC, Kung PT, Wang YH, Kuo WY, Li YH.","PLoS One. 2018 Jun 22;13(6):e0199532. doi: 10.1371/journal.pone.0199532. eCollection 2018.","Tsai WC","PLoS One","2018","2018/06/23","PMC6014663","","10.1371/journal.pone.0199532"
"30615649","Associations between urate-lowering therapy and the risk of type 2 diabetes mellitus","Chang HW, Lin YW, Lin MH, Lan YC, Wang RY.","PLoS One. 2019 Jan 7;14(1):e0210085. doi: 10.1371/journal.pone.0210085. eCollection 2019.","Chang HW","PLoS One","2019","2019/01/08","PMC6322774","","10.1371/journal.pone.0210085"
"27682425","Nurses' perspectives on moral distress: A Q methodology approach","Chen PP, Lee HL, Huang SH, Wang CL, Huang CM.","Nurs Ethics. 2018 Sep;25(6):734-745. doi: 10.1177/0969733016664976. Epub 2016 Sep 28.","Chen PP","Nurs Ethics","2018","2016/09/30","","","10.1177/0969733016664976"
"27052782","Cysteinyl Leukotriene Receptor Antagonists Decrease Cancer Risk in Asthma Patients","Tsai MJ, Wu PH, Sheu CC, Hsu YL, Chang WA, Hung JY, Yang CJ, Yang YH, Kuo PL, Huang MS.","Sci Rep. 2016 Apr 7;6:23979. doi: 10.1038/srep23979.","Tsai MJ","Sci Rep","2016","2016/04/08","PMC4823742","","10.1038/srep23979"
"27807804","Tourette syndrome increases risk of bone fractures: a population-based cohort study","Lu YY, Wang MY, Wei IH, Lin CC, Huang CC.","Eur Child Adolesc Psychiatry. 2017 May;26(5):531-539. doi: 10.1007/s00787-016-0916-4. Epub 2016 Nov 2.","Lu YY","Eur Child Adolesc Psychiatry","2017","2016/11/04","","","10.1007/s00787-016-0916-4"
"27728865","Utility of overnight pulse oximeter as a screening tool for sleep apnea to assess the 8-year risk of cardiovascular disease: Data from a large-scale bus driver cohort study","Wu WT, Tsai SS, Lin YJ, Lin MH, Wu TN, Shih TS, Liou SH.","Int J Cardiol. 2016 Dec 15;225:206-212. doi: 10.1016/j.ijcard.2016.09.110. Epub 2016 Sep 29.","Wu WT","Int J Cardiol","2016","2016/10/12","","","10.1016/j.ijcard.2016.09.110"
"27390970","Angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers reduced dementia risk in patients with diabetes mellitus and hypertension","Kuan YC, Huang KW, Yen DJ, Hu CJ, Lin CL, Kao CH.","Int J Cardiol. 2016 Oct 1;220:462-6. doi: 10.1016/j.ijcard.2016.06.215. Epub 2016 Jun 27.","Kuan YC","Int J Cardiol","2016","2016/07/09","","","10.1016/j.ijcard.2016.06.215"
"30223138","Sequential risk of depression in children born prematurely: A nationwide population- based analysis","Chiu TF, Yu TM, Chuang YW, Sun KT, Li CY, Su YC, Kao CH.","J Affect Disord. 2019 Jan 15;243:42-47. doi: 10.1016/j.jad.2018.09.019. Epub 2018 Sep 11.","Chiu TF","J Affect Disord","2019","2018/09/18","","","10.1016/j.jad.2018.09.019"
"28786220","Increased risk of a herpes zoster attack in patients receiving androgen deprivation therapy for prostate cancer","Wu FJ, Kao LT, Sheu SY, Lin HC, Chung SD.","Andrologia. 2018 Mar;50(2). doi: 10.1111/and.12863. Epub 2017 Aug 8.","Wu FJ","Andrologia","2018","2017/08/09","","","10.1111/and.12863"
"28178143","Healthy lifestyle and normal waist circumference are associated with a lower 5-year risk of type 2 diabetes in middle-aged and elderly individuals: Results from the healthy aging longitudinal study in Taiwan (HALST)","Chen CC, Liu K, Hsu CC, Chang HY, Chung HC, Liu JS, Liu YH, Tsai TL, Liaw WJ, Lin IC, Wu HW, Juan CC, Chiu HC, Lee MM, Hsiung CA.","Medicine (Baltimore). 2017 Feb;96(6):e6025. doi: 10.1097/MD.0000000000006025.","Chen CC","Medicine (Baltimore)","2017","2017/02/09","PMC5313000","","10.1097/MD.0000000000006025"
"30571494","Use of Spontaneous Reporting Systems to Detect Host-Medication Interactions: Sex Differences in Oral Anti-Diabetic Drug-Associated Myocardial Infarction","Wang SH, Chen WJ, Hsu LY, Chien KL, Wu CS.","J Am Heart Assoc. 2018 Nov 20;7(22):e008959. doi: 10.1161/JAHA.118.008959.","Wang SH","J Am Heart Assoc","2018","2018/12/21","PMC6404447","","10.1161/JAHA.118.008959"
"26844454","Carvedilol, Bisoprolol, and Metoprolol Use in Patients With Coexistent Heart Failure and Chronic Obstructive Pulmonary Disease","Su VY, Chang YS, Hu YW, Hung MH, Ou SM, Lee FY, Chou KT, Yang KY, Perng DW, Chen TJ, Liu CJ.","Medicine (Baltimore). 2016 Feb;95(5):e2427. doi: 10.1097/MD.0000000000002427.","Su VY","Medicine (Baltimore)","2016","2016/02/05","PMC4748871","","10.1097/MD.0000000000002427"
"30278528","Hyperthyroidism is not a significant risk of benign prostatic hyperplasia: A nationwide population-based study","Man KM, Chen KB, Chen HY, Chiang JH, Su YC, Man SS, Xie DD, Wang Y, Zhang ZQ, Bi LK, Zhang T, Yu DX, Chen WC.","Medicine (Baltimore). 2018 Sep;97(39):e12459. doi: 10.1097/MD.0000000000012459.","Man KM","Medicine (Baltimore)","2018","2018/10/04","PMC6181623","","10.1097/MD.0000000000012459"
"31580714","Service Expectations of Patients Across Traditional Chinese and Western Medicine Paradigms","Caskey D, Chen JF, Warden CA.","J Altern Complement Med. 2019 Dec;25(12):1206-1214. doi: 10.1089/acm.2019.0183. Epub 2019 Oct 3.","Caskey D","J Altern Complement Med","2019","2019/10/04","","","10.1089/acm.2019.0183"
"27428225","Medical expenses in treating acute esophageal variceal bleeding: A 15-year nationwide population-based cohort study","Liu CL, Wu CK, Shi HY, Tai WC, Liang CM, Yang SC, Wu KL, Chiu YC, Chuah SK.","Medicine (Baltimore). 2016 Jul;95(28):e4215. doi: 10.1097/MD.0000000000004215.","Liu CL","Medicine (Baltimore)","2016","2016/07/19","PMC4956819","","10.1097/MD.0000000000004215"
"27636094","Nephrectomy Type Was Not Associated with a Subsequent Risk of Coronary Heart Disease: A Population-Based Study","Chung SD, Huang CY, Wu ST, Lin HC, Huang CC, Kao LT.","PLoS One. 2016 Sep 16;11(9):e0163253. doi: 10.1371/journal.pone.0163253. eCollection 2016.","Chung SD","PLoS One","2016","2016/09/17","PMC5026332","","10.1371/journal.pone.0163253"
"31124926","The association between epididymo-orchitis and prostate cancer: A nationwide population-based cohort study","Liu JM, Yi CC, Lin CY, Chang H, Hsu RJ, Chuang HC, Hsu WL.","Medicine (Baltimore). 2019 May;98(21):e15363. doi: 10.1097/MD.0000000000015363.","Liu JM","Medicine (Baltimore)","2019","2019/05/25","PMC6571416","","10.1097/MD.0000000000015363"
"31056205","Excess mortality reduction given a ""reduce patient mortality at all costs"" scenario for mass burn casualties","Wang TH, Yeh YH, Pu C.","Burns. 2019 Sep;45(6):1477-1482. doi: 10.1016/j.burns.2019.04.009. Epub 2019 May 3.","Wang TH","Burns","2019","2019/05/07","","","10.1016/j.burns.2019.04.009"
"29889887","Risk of acute epiglottitis in patients with preexisting diabetes mellitus: A population-based case-control study","Tsai YT, Huang EI, Chang GH, Tsai MS, Hsu CM, Yang YH, Lin MH, Liu CY, Li HY.","PLoS One. 2018 Jun 11;13(6):e0199036. doi: 10.1371/journal.pone.0199036. eCollection 2018.","Tsai YT","PLoS One","2018","2018/06/12","PMC5995441","","10.1371/journal.pone.0199036"
"31180170","A qualitative exploration of the fear of recurrence among Taiwanese breast cancer survivors","Lai WS, Shu BC, Hou WL.","Eur J Cancer Care (Engl). 2019 Sep;28(5):e13113. doi: 10.1111/ecc.13113. Epub 2019 Jun 10.","Lai WS","Eur J Cancer Care (Engl)","2019","2019/06/11","","","10.1111/ecc.13113"
"31181995","Is dialysis vintage a perioperative risk for end-stage renal disease patients receiving total knee and hip arthroplasty","Wang YC, Cheng YJ, Yang JY, Chao CD, Huang JW, Hung KY.","J Orthop Surg (Hong Kong). 2019 May-Aug;27(2):2309499019853887. doi: 10.1177/2309499019853887.","Wang YC","J Orthop Surg (Hong Kong)","2019","2019/06/12","","","10.1177/2309499019853887"
"27764171","The Association of Helicobacter pylori Eradication with the Occurrences of Chronic Kidney Diseases in Patients with Peptic Ulcer Diseases","Wang JW, Hsu CN, Tai WC, Ku MK, Hung TH, Tseng KL, Yuan LT, Nguang SH, Liang CM, Yang SC, Wu CK, Hsu PI, Wu DC, Chuah SK.","PLoS One. 2016 Oct 20;11(10):e0164824. doi: 10.1371/journal.pone.0164824. eCollection 2016.","Wang JW","PLoS One","2016","2016/10/21","PMC5072588","","10.1371/journal.pone.0164824"
"30818007","Integrated therapy decreases the mortality of patients with polymyositis and dermatomyositis: A Taiwan-wide population-based retrospective study","Chang CM, Shih PH, Chen TJ, Ho WC, Yang CP.","J Ethnopharmacol. 2019 May 23;236:70-81. doi: 10.1016/j.jep.2019.02.042. Epub 2019 Feb 25.","Chang CM","J Ethnopharmacol","2019","2019/03/01","","","10.1016/j.jep.2019.02.042"
"32384435","Gender differences in major adverse cardiovascular outcomes among aged over 60 year-old patients with atherosclerotic cardiovascular disease: A population-based longitudinal study in Taiwan","Lee MK, Hsu PC, Tsai WC, Chen YC, Lee HH, Lee WH, Chu CY, Lee CS, Yen HW, Lin TH, Voon WC, Lai WT, Sheu SH, Su HM.","Medicine (Baltimore). 2020 May;99(19):e19912. doi: 10.1097/MD.0000000000019912.","Lee MK","Medicine (Baltimore)","2020","2020/05/09","PMC7220184","","10.1097/MD.0000000000019912"
"29691971","Hydroxychloroquine may be associated with reduced risk of coronary artery diseases in patients with rheumatoid arthritis: A nationwide population-based cohort study","Hung YM, Wang YH, Lin L, Wang PYP, Chiou JY, Wei JC.","Int J Clin Pract. 2018 May;72(5):e13095. doi: 10.1111/ijcp.13095. Epub 2018 Apr 24.","Hung YM","Int J Clin Pract","2018","2018/04/26","","","10.1111/ijcp.13095"
"27631236","Bidirectional association between obstructive sleep apnea and depression: A population-based longitudinal study","Pan ML, Tsao HM, Hsu CC, Wu KM, Hsu TS, Wu YT, Hu GC.","Medicine (Baltimore). 2016 Sep;95(37):e4833. doi: 10.1097/MD.0000000000004833.","Pan ML","Medicine (Baltimore)","2016","2016/09/16","PMC5402579","","10.1097/MD.0000000000004833"
"26549190","Comparative risk of oral ulcerations among antipsychotics users - population-based retrospective cohort study","Lai EC, Hsieh CY, Wong MB, Lin SJ, Yang YK, Kao Yang YH, Setoguchi S.","Pharmacoepidemiol Drug Saf. 2016 Feb;25(2):123-32. doi: 10.1002/pds.3903. Epub 2015 Nov 9.","Lai EC","Pharmacoepidemiol Drug Saf","2016","2015/11/10","","","10.1002/pds.3903"
"29490427","Icodextrin reduces the risk of congestive heart failure in peritoneal dialysis patients","Wang IK, Lin CL, Yen TH, Lin SY, Yao-Lung L, Sung FC.","Pharmacoepidemiol Drug Saf. 2018 Apr;27(4):447-452. doi: 10.1002/pds.4412. Epub 2018 Feb 28.","Wang IK","Pharmacoepidemiol Drug Saf","2018","2018/03/01","","","10.1002/pds.4412"
"31047300","Diabetic Retinopathy in Patients with Dyslipidemia: Development and Progression","Jeng CJ, Hsieh YT, Yang CM, Yang CH, Lin CL, Wang IJ.","Ophthalmol Retina. 2018 Jan;2(1):38-45. doi: 10.1016/j.oret.2017.05.010. Epub 2017 Aug 9.","Jeng CJ","Ophthalmol Retina","2018","2019/05/04","","","10.1016/j.oret.2017.05.010"
"27895064","Risk of obstructive sleep apnoea in patients with rheumatoid arthritis: a nationwide population-based retrospective cohort study","Shen TC, Hang LW, Liang SJ, Huang CC, Lin CL, Tu CY, Hsia TC, Shih CM, Hsu WH, Sung FC.","BMJ Open. 2016 Nov 28;6(11):e013151. doi: 10.1136/bmjopen-2016-013151.","Shen TC","BMJ Open","2016","2016/11/30","PMC5168499","","10.1136/bmjopen-2016-013151"
"28816634","Disability benefits as an incentive for hysterectomy: Uterine fibroid patients in Taiwan","Ho YL, Li CS, Liu CC, Lin CC, Hung CJ, Kao CH.","Women Health. 2018 Sep;58(8):866-883. doi: 10.1080/03630242.2017.1358793. Epub 2017 Sep 5.","Ho YL","Women Health","2018","2017/08/18","","","10.1080/03630242.2017.1358793"
"27196491","Angiotensin-Receptor Blocker, Angiotensin-Converting Enzyme Inhibitor, and Risks of Atrial Fibrillation: A Nationwide Cohort Study","Hsieh YC, Hung CY, Li CH, Liao YC, Huang JL, Lin CH, Wu TJ.","Medicine (Baltimore). 2016 May;95(20):e3721. doi: 10.1097/MD.0000000000003721.","Hsieh YC","Medicine (Baltimore)","2016","2016/05/20","PMC4902433","","10.1097/MD.0000000000003721"
"28719837","Prescription trends and the selection of initial oral antidiabetic agents for patients with newly diagnosed type 2 diabetes: a nationwide study","Liu CH, Chen ST, Chang CH, Chuang LM, Lai MS.","Public Health. 2017 Nov;152:20-27. doi: 10.1016/j.puhe.2017.06.008. Epub 2017 Jul 15.","Liu CH","Public Health","2017","2017/07/19","","","10.1016/j.puhe.2017.06.008"
"28089151","Influenza vaccination reduces hemorrhagic stroke risk in patients with atrial fibrillation: A population-based cohort study","Liu JC, Wang TJ, Sung LC, Kao PF, Yang TY, Hao WR, Chen CC, Hsu YP, Wu SY.","Int J Cardiol. 2017 Apr 1;232:315-323. doi: 10.1016/j.ijcard.2016.12.074. Epub 2016 Dec 21.","Liu JC","Int J Cardiol","2017","2017/01/17","","","10.1016/j.ijcard.2016.12.074"
"27585759","Increased incidence of allergic rhinitis, bronchitis and asthma, in children living near a petrochemical complex with SO(2) pollution","Chiang TY, Yuan TH, Shie RH, Chen CF, Chan CC.","Environ Int. 2016 Nov;96:1-7. doi: 10.1016/j.envint.2016.08.009. Epub 2016 Aug 30.","Chiang TY","Environ Int","2016","2016/09/03","","","10.1016/j.envint.2016.08.009"
"29060423","An artificial neural network model for the evaluation of carotid artery stenting prognosis using a national-wide database","Chun-An Cheng, Hung-Wen Chiu.","Conf Proc IEEE Eng Med Biol Soc. 2017 Jul;2017:2566-2569. doi: 10.1109/EMBC.2017.8037381.","Chun-An Cheng","Conf Proc IEEE Eng Med Biol Soc","2017","2017/10/25","","","10.1109/EMBC.2017.8037381"
"29663342","Associations of chronic urticaria with atopic and autoimmune comorbidities: a nationwide population-based study","Chiu HY, Muo CH, Sung FC.","Int J Dermatol. 2018 Jul;57(7):822-829. doi: 10.1111/ijd.14000. Epub 2018 Apr 16.","Chiu HY","Int J Dermatol","2018","2018/04/18","","","10.1111/ijd.14000"
"30134859","Factors affecting fistula failure in patients on chronic hemodialysis: a population-based case-control study","Yen CC, Tsai CF, Luo YY, Yang HY, Liu MY, Hung PH, Hsu YH.","BMC Nephrol. 2018 Aug 22;19(1):213. doi: 10.1186/s12882-018-1010-6.","Yen CC","BMC Nephrol","2018","2018/08/24","PMC6106750","","10.1186/s12882-018-1010-6"
"31194838","Depression amongst patients commencing maintenance dialysis is associated with increased risk of death and severe infections: A nationwide cohort study","Wu PH, Lin MY, Huang TH, Lin YT, Hung CC, Yeh YC, Kuo HT, Chiu YW, Hwang SJ, Tsai JC, Carrero JJ.","PLoS One. 2019 Jun 13;14(6):e0218335. doi: 10.1371/journal.pone.0218335. eCollection 2019.","Wu PH","PLoS One","2019","2019/06/14","PMC6564035","","10.1371/journal.pone.0218335"
"30943956","Traditional Chinese medicine use is associated with lower end-stage renal disease and mortality rates among patients with diabetic nephropathy: a population-based cohort study","Chen HY, Pan HC, Chen YC, Chen YC, Lin YH, Yang SH, Chen JL, Wu HT.","BMC Complement Altern Med. 2019 Apr 3;19(1):81. doi: 10.1186/s12906-019-2491-y.","Chen HY","BMC Complement Altern Med","2019","2019/04/05","PMC6448220","","10.1186/s12906-019-2491-y"
"30832635","Association between diuretic use and the risk of vertebral fracture after stroke: a population-based retrospective cohort study","Lin SM, Yang SH, Wang CY, Huang HK.","BMC Musculoskelet Disord. 2019 Mar 4;20(1):96. doi: 10.1186/s12891-019-2471-x.","Lin SM","BMC Musculoskelet Disord","2019","2019/03/06","PMC6399887","","10.1186/s12891-019-2471-x"
"31518344","Incidence of hospitalization for infection among patients with hepatitis B or C virus infection without cirrhosis in Taiwan: A cohort study","Lee YC, Wang JL, Dong YH, Chen HC, Wu LC, Chang CH.","PLoS Med. 2019 Sep 13;16(9):e1002894. doi: 10.1371/journal.pmed.1002894. eCollection 2019 Sep.","Lee YC","PLoS Med","2019","2019/09/14","PMC6743759","","10.1371/journal.pmed.1002894"
"27368008","Increased incidence of rheumatoid arthritis in multiple sclerosis: A nationwide cohort study","Tseng CC, Chang SJ, Tsai WC, Ou TT, Wu CC, Sung WY, Hsieh MC, Yen JH.","Medicine (Baltimore). 2016 Jun;95(26):e3999. doi: 10.1097/MD.0000000000003999.","Tseng CC","Medicine (Baltimore)","2016","2016/07/02","PMC4937922","","10.1097/MD.0000000000003999"
"30412070","Using an informatics education strategy to resolve the dilemma of teaching transplantation in medical institutions: Multidisciplinary medical team perspectives","Hsieh MH, Shih FJ, Sheu SJ, Wang SS, Shih FJ.","Medicine (Baltimore). 2018 Oct;97(43):e12809. doi: 10.1097/MD.0000000000012809.","Hsieh MH","Medicine (Baltimore)","2018","2018/11/10","PMC6221675","","10.1097/MD.0000000000012809"
"27124040","Impact of Instrumented Spinal Fusion on the Development of Vertebral Compression Fracture","Chiu YC, Tsai TT, Yang SC, Chen HS, Kao YH, Tu YK.","Medicine (Baltimore). 2016 Apr;95(17):e3455. doi: 10.1097/MD.0000000000003455.","Chiu YC","Medicine (Baltimore)","2016","2016/04/29","PMC4998703","","10.1097/MD.0000000000003455"
"30974184","Long-term renal outcomes in patients with traumatic renal injury after nephrectomy: A nationwide cohort study","Wang SY, Lin KJ, Chen SW, Cheng CT, Chang CH, Wu YT, Liao CA, Liao CH, Fu CY, Lin JR, Hsieh CH.","Int J Surg. 2019 May;65:140-146. doi: 10.1016/j.ijsu.2019.04.001. Epub 2019 Apr 9.","Wang SY","Int J Surg","2019","2019/04/12","","","10.1016/j.ijsu.2019.04.001"
"26946984","Immunosuppressive medication use and risk of herpes zoster (HZ) in patients with systemic lupus erythematosus (SLE): A nationwide case-control study","Hu SC, Yen FL, Wang TN, Lin YC, Lin CL, Chen GS.","J Am Acad Dermatol. 2016 Jul;75(1):49-58. doi: 10.1016/j.jaad.2015.12.059. Epub 2016 Mar 4.","Hu SC","J Am Acad Dermatol","2016","2016/03/08","","","10.1016/j.jaad.2015.12.059"
"30968534","Association between use of Chinese herbal medicine and depression risk in patients with rheumatoid arthritis: A nationwide retrospective cohort study","Li HH, Livneh H, Yeh CC, Guo HR, Lai NS, Lu MC, Tsai TY.","Int J Rheum Dis. 2019 Jun;22(6):986-994. doi: 10.1111/1756-185X.13571. Epub 2019 Apr 10.","Li HH","Int J Rheum Dis","2019","2019/04/11","","","10.1111/1756-185X.13571"
"28658023","Preadmission Use of Calcium Channel Blocking Agents Is Associated With Improved Outcomes in Patients With Sepsis: A Population-Based Propensity Score-Matched Cohort Study","Lee CC, Lee MG, Lee WC, Lai CC, Chao CC, Hsu WH, Chang SS, Lee M.","Crit Care Med. 2017 Sep;45(9):1500-1508. doi: 10.1097/CCM.0000000000002550.","Lee CC","Crit Care Med","2017","2017/06/29","","","10.1097/CCM.0000000000002550"
